Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-8953854,"Metabolism of RNA",311,782,262,1512,0.05638474295190713,0.8005668010323856,0.9991872308877977,148,187,0.016061152623894185,9606,Homo sapiens,"RL29_HUMAN;SRSF5_HUMAN;SF3A1_HUMAN;RL4_HUMAN;TBL3_HUMAN;RTCB_HUMAN;PSB5_HUMAN;EXOS8_HUMAN;RL36_HUMAN;PSD11_HUMAN;RLA1_HUMAN;CTBL1_HUMAN;RS13_HUMAN;IF2B2_HUMAN;DIM1_HUMAN;RS20_HUMAN;TRM1_HUMAN;ELAV1_HUMAN;HNRPM_HUMAN;RS4X_HUMAN;PCBP1_HUMAN;XPO1_HUMAN;PSMD3_HUMAN;HEAT1_HUMAN;RL23_HUMAN;SPF30_HUMAN;TPR_HUMAN;2ABA_HUMAN;CPSF3_HUMAN;PHF5A_HUMAN;ROA0_HUMAN;PRP8_HUMAN;TEX10_HUMAN;PTBP1_HUMAN;RENT1_HUMAN;GNL3_HUMAN;RS27L_HUMAN;RS19_HUMAN;NUP88_HUMAN;RS7_HUMAN;EXOS2_HUMAN;NOP2_HUMAN;RS2_HUMAN;PRP16_HUMAN;PRS4_HUMAN;RL9_HUMAN;IF4E_HUMAN;EXOS3_HUMAN;RS18_HUMAN;RL11_HUMAN;RL7A_HUMAN;RL36L_HUMAN;RL3_HUMAN;WDR61_HUMAN;WBP11_HUMAN;HCD2_HUMAN;MPP10_HUMAN;NOB1_HUMAN;CNOT1_HUMAN;RL28_HUMAN;1433B_HUMAN;NCBP1_HUMAN;HNRPR_HUMAN;RCL1_HUMAN;SNR40_HUMAN;PSMD2_HUMAN;RLA0_HUMAN;IF4A1_HUMAN;RL13A_HUMAN;THUM1_HUMAN;CPSF2_HUMAN;NIP7_HUMAN;ISY1_HUMAN;RL10A_HUMAN;HNRPL_HUMAN;KRR1_HUMAN;RU2A_HUMAN;EXOS4_HUMAN;RL12_HUMAN;PSME4_HUMAN;POP1_HUMAN;RL18A_HUMAN;U5S1_HUMAN;DSRAD_HUMAN;PSMD1_HUMAN;ROA2_HUMAN;1433Z_HUMAN;GEMI5_HUMAN;HNRH2_HUMAN;UTP4_HUMAN;RPP30_HUMAN;RS3_HUMAN;NUP50_HUMAN;NU133_HUMAN;NAT10_HUMAN;RL38_HUMAN;PSA4_HUMAN;UTP15_HUMAN;DKC1_HUMAN;SRSF6_HUMAN;RLA2_HUMAN;LSM8_HUMAN;TTC37_HUMAN;FIP1_HUMAN;RPB3_HUMAN;RL35_HUMAN;PABP2_HUMAN;RAN_HUMAN;RS27_HUMAN;RL15_HUMAN;SRSF9_HUMAN;PSA1_HUMAN;NUP93_HUMAN;SF3A3_HUMAN;EXOS6_HUMAN;IF4B_HUMAN;RS25_HUMAN;BMS1_HUMAN;PP2AA_HUMAN;PSA3_HUMAN;BOP1_HUMAN;PABP1_HUMAN;RL27A_HUMAN;DNJC8_HUMAN;PRP4_HUMAN;PRS10_HUMAN;CD2B2_HUMAN;NOL11_HUMAN;RU1C_HUMAN;SNW1_HUMAN;PNO1_HUMAN;TSR1_HUMAN;NUP37_HUMAN;RS6_HUMAN;ANM5_HUMAN;MEP50_HUMAN;LSM6_HUMAN;TRM6_HUMAN;FUBP2_HUMAN;RL13_HUMAN;SNRPA_HUMAN;DDX21_HUMAN;SMG9_HUMAN;RBMX_HUMAN;LAS1L_HUMAN;RS26_HUMAN;TNPO1_HUMAN;THOC6_HUMAN;RS27A_HUMAN;RAE1L_HUMAN;EXOS7_HUMAN;WDR75_HUMAN;RU17_HUMAN;HSP7C_HUMAN;NUP43_HUMAN;CDC5L_HUMAN;PUS7_HUMAN;NU107_HUMAN;SF3B1_HUMAN;RL35A_HUMAN;EBP2_HUMAN;CHERP_HUMAN;RL26_HUMAN;PSA5_HUMAN;NU205_HUMAN;UTP6_HUMAN;TR112_HUMAN;DHX9_HUMAN;CSTF3_HUMAN;PELP1_HUMAN;RS23_HUMAN;RS10_HUMAN;GPKOW_HUMAN;DDX47_HUMAN;IF4A3_HUMAN;PSB2_HUMAN;CPSF1_HUMAN;DX39A_HUMAN;IMP3_HUMAN;FUS_HUMAN;PRS6B_HUMAN;AQR_HUMAN;RS16_HUMAN;SMD2_HUMAN;ROA3_HUMAN;SF3B6_HUMAN;PRP19_HUMAN;SPT5H_HUMAN;SYMPK_HUMAN;PHAX_HUMAN;THOC4_HUMAN;PSME2_HUMAN;SRSF3_HUMAN;LSM3_HUMAN;RL27_HUMAN;DDX42_HUMAN;XRN2_HUMAN;NU155_HUMAN;RL34_HUMAN;RL21_HUMAN;RS28_HUMAN;T2FA_HUMAN;U3IP2_HUMAN;PSME3_HUMAN;TRA2B_HUMAN;OSGEP_HUMAN;THOC3_HUMAN;SF3B2_HUMAN;PSB7_HUMAN;DHX15_HUMAN;RUXF_HUMAN;LSM4_HUMAN;U2AF2_HUMAN;NOP14_HUMAN;PAPOA_HUMAN;RS17_HUMAN;RS11_HUMAN;CPSF5_HUMAN;SET_HUMAN;RS29_HUMAN;NUP98_HUMAN;HSPB1_HUMAN;PSB1_HUMAN;CSTF2_HUMAN;PSA6_HUMAN;PRP6_HUMAN;HNRPK_HUMAN;RS3A_HUMAN;PRPF3_HUMAN;PSMD4_HUMAN;IF4A2_HUMAN;BYST_HUMAN;CWC27_HUMAN;TB182_HUMAN;RL22_HUMAN;SF3B5_HUMAN;WDR43_HUMAN;SRRT_HUMAN;RL8_HUMAN;SARNP_HUMAN;SMD1_HUMAN;NU153_HUMAN;NOL6_HUMAN;UTP18_HUMAN;PSME1_HUMAN;SKIV2_HUMAN;CSTF1_HUMAN;RL5_HUMAN;U520_HUMAN;SYEP_HUMAN;SF01_HUMAN;RBM28_HUMAN;DDX49_HUMAN;LSM2_HUMAN;NH2L1_HUMAN;RS12_HUMAN;RS15A_HUMAN;RRP7A_HUMAN;ERF1_HUMAN;PSMD7_HUMAN;PSB6_HUMAN;NOP56_HUMAN;HNRPF_HUMAN;SF3B3_HUMAN;LTV1_HUMAN;UT14A_HUMAN;DDX1_HUMAN;PRS7_HUMAN;NUP54_HUMAN;SAS10_HUMAN;PSB3_HUMAN;RL23A_HUMAN;EXOSX_HUMAN;YBOX1_HUMAN;XPOT_HUMAN;DX39B_HUMAN;PSD12_HUMAN;NOP58_HUMAN;PSMD6_HUMAN;SPB1_HUMAN;EDC4_HUMAN;DCA13_HUMAN;RL31_HUMAN;SMD3_HUMAN;RL6_HUMAN;RNZ2_HUMAN;PLRG1_HUMAN;NUCL_HUMAN;WDR12_HUMAN;NSUN2_HUMAN;PPIL1_HUMAN;SF3B4_HUMAN;2AAA_HUMAN;TRM61_HUMAN;FBRL_HUMAN;PSB4_HUMAN;GAR1_HUMAN;PRS8_HUMAN;PSDE_HUMAN;PSD13_HUMAN;SRSF1_HUMAN;HNRPU_HUMAN;PSMD5_HUMAN;DCPS_HUMAN;PCBP2_HUMAN;IF2B3_HUMAN;RS14_HUMAN;RL7_HUMAN;EDC3_HUMAN","Q7RTV0;P55265;O75940;P67809;P62917;Q9Y3I0;O00267;Q96PZ0;A5YKK6;O00148;P33240;Q92973;Q14692;P46783;Q9Y2X3;P09012;P62913;Q13243;Q8WUM0;Q00839;Q9C0C2;Q9H0D6;O94906;Q13242;Q13247;P38919;P55036;Q9NRX1;Q15427;Q05048;Q6P2E9;P62244;Q9NW13;Q6UX04;Q9NPD3;Q9ULX3;Q16401;P46777;P46776;P60866;O75937;P46779;P62249;P46778;P51003;P25398;P35637;Q9BVP2;Q9H0S4;Q9UKF6;P35998;Q9BQ52;O60306;P62495;Q8TED0;Q9NV06;Q01105;Q8NFH3;P40429;P09234;Q8NFH4;P61289;P63104;P26599;O43660;Q92945;P62826;P31946;P46087;P08708;Q8IWX8;P26373;Q9H814;P62829;Q9UNM6;P18077;Q99460;Q99459;P62266;Q99575;Q02543;P62263;Q13151;Q9NPF4;P62701;Q14240;Q9UI30;P26368;P61978;P62269;Q9NXF1;Q9UKX7;Q15459;Q9Y3U8;P78346;P52948-3;P52948-4;Q9Y221;Q71UM5;Q13838;P51665;P52948-5;P39019;P62310;P39023;P23588;P62316;P84103;P62318;O14744;P62312;Q99848;Q9H8H0;P62314;Q10570;Q12874;Q14137;Q96F86;Q09161;Q12996;Q13601;Q96J01;O00231;Q9NR30;O75694;O00232;P38159;Q9Y5J1;P11142;Q9NY12;P61353;P49721;P49720;P05386;Q15477;P05387;P05388;Q99714;Q86W42;Q96FX7;P32969;Q06323;Q9H0W8;Q9Y6M1;O00487;P42766;Q02878;P62333;P20618;P61247;Q9GZL7;Q9Y4Z0;Q15366;Q15365;P08621;Q15008;P82979;Q9UL46;Q13868;Q9H6R4;P62906;Q01780;P14866;Q9NQT5;Q9UJA5;P61254;Q6PGP7;Q92621;Q9Y2W2;Q92620;P60842;O00425;O43395;P23396;P52272;Q9GZS3;Q86V81;Q12788;P62081;P18124;Q9Y3A4;Q96DI7;P62750;P47914;P62195;P62753;P62995;Q15024;P51991;Q15029;P55795;O75533;P36578;Q9Y2P8;P19338;P22626;Q9Y3B4;P67775;Q9BWJ5;P63173;Q8IWA0;P12270;P61313;P09661;Q15393;P60900;O43172;Q13895;Q86U42;O75643;P11940;P57740;Q15717;O00567;O00566;Q9Y3C6;O43818;P25789;Q92797;P62899;P25788;Q6UN15;P25786;Q14997;O43143;Q9UMS4;P78316;O14980;Q9Y333;Q8N1F7;Q96B26;P42677;O60832;P15880;Q07955;Q7Z3B4;P62306;Q9Y4W2;Q9ULR0;P62424;O43390;Q969Q0;Q13435;P52597;Q9H0A0;O43592;Q9NYH9;Q8WYA6;P62280;P62277;Q99567;Q8IZL8;Q15061;P30050;P62273;Q92499;Q969X6;Q9NXG2;Q13200;O43242;O95400;Q9NQZ2;Q2NL82;Q08J23;P19387;P30153;Q86XP3;Q9NV31;O43809;Q99436;Q9BXP5;Q6P2Q9;Q13573;P49207;Q8IY81;Q9NXH9;P28066;P22087;Q15637;Q92917;O95777;Q8TEQ6;P55769;P78406;Q9H583;Q5RKV6;P62857;P62979;P62851;Q9BQA1;Q96GA3;P62854;Q9UNQ2;P49790;Q9Y6V7;P07814;Q96C86;P35269;P28074;P62191;P35268;P28072;P28070;Q08211;Q9P2I0;Q9BVJ6;P63151;P04792;Q92900;P43686;P06730",SRSF5_HUMAN;HS90B_HUMAN;STXB1_HUMAN;SF3A1_HUMAN;RL4_HUMAN;IMA3_HUMAN;MOV10_HUMAN;VP37B_HUMAN;ATRAP_HUMAN;ASNS_HUMAN;EXOS8_HUMAN;HS74L_HUMAN;CALR_HUMAN;CTBL1_HUMAN;RS13_HUMAN;IF2B2_HUMAN;K1C18_HUMAN;LPPRC_HUMAN;SRC_HUMAN;DDX17_HUMAN;ELAV1_HUMAN;HNRPM_HUMAN;PCBP1_HUMAN;XPO1_HUMAN;RT29_HUMAN;2ABA_HUMAN;RAC1_HUMAN;NPM_HUMAN;PRP8_HUMAN;ROA0_HUMAN;EGFR_HUMAN;PTBP1_HUMAN;RENT1_HUMAN;EIF3F_HUMAN;KHDR1_HUMAN;GNL3_HUMAN;CDC42_HUMAN;BAG5_HUMAN;EXOS2_HUMAN;LDHA_HUMAN;PPM1A_HUMAN;PRP16_HUMAN;LA_HUMAN;VRK1_HUMAN;RL9_HUMAN;EXOS3_HUMAN;IF4E_HUMAN;PFKAL_HUMAN;ZO2_HUMAN;ATPA_HUMAN;WBP11_HUMAN;CNOT1_HUMAN;1433B_HUMAN;NCBP1_HUMAN;HNRPR_HUMAN;VIME_HUMAN;TR150_HUMAN;RGAP1_HUMAN;TFG_HUMAN;IF4A1_HUMAN;CHIP_HUMAN;CPSF2_HUMAN;EF1A1_HUMAN;ISY1_HUMAN;HNRPL_HUMAN;EIF3J_HUMAN;EXOS4_HUMAN;CLH1_HUMAN;GLCNE_HUMAN;UBP10_HUMAN;TOP2A_HUMAN;U5S1_HUMAN;GMPPA_HUMAN;MP2K1_HUMAN;SUMO1_HUMAN;DSRAD_HUMAN;8ODP_HUMAN;1433Z_HUMAN;ROA2_HUMAN;GEMI5_HUMAN;HNRH2_HUMAN;UTP4_HUMAN;RS3_HUMAN;RCC1_HUMAN;SRSF6_HUMAN;RAGP1_HUMAN;MBB1A_HUMAN;ENOPH_HUMAN;RPB3_HUMAN;PABP2_HUMAN;RAN_HUMAN;STAT3_HUMAN;SRSF9_HUMAN;PSA1_HUMAN;UBQL1_HUMAN;QKI_HUMAN;IMA1_HUMAN;ATPB_HUMAN;SF3A3_HUMAN;BAG3_HUMAN;PP2AA_HUMAN;UBQL2_HUMAN;PSA3_HUMAN;CDN2A_HUMAN;BOP1_HUMAN;PABP1_HUMAN;HDAC1_HUMAN;PRP4_HUMAN;RBM14_HUMAN;COF1_HUMAN;PRS10_HUMAN;CD2B2_HUMAN;RU1C_HUMAN;SNW1_HUMAN;RS6_HUMAN;ANM5_HUMAN;LSM6_HUMAN;LIPB1_HUMAN;SDCB1_HUMAN;SRP14_HUMAN;SNRPA_HUMAN;FHL2_HUMAN;DNJC7_HUMAN;DDX21_HUMAN;TP53B_HUMAN;RBMX_HUMAN;E2AK2_HUMAN;TNPO1_HUMAN;PLCG1_HUMAN;STOM_HUMAN;RAE1L_HUMAN;TCEA1_HUMAN;EXOS7_HUMAN;RU17_HUMAN;ACTN4_HUMAN;HSP7C_HUMAN;CDC5L_HUMAN;CCNK_HUMAN;FKBP4_HUMAN;1433E_HUMAN;CSN5_HUMAN;IDH3A_HUMAN;EBP2_HUMAN;CHERP_HUMAN;CKAP5_HUMAN;PGM2_HUMAN;RL26_HUMAN;DHX9_HUMAN;GPKOW_HUMAN;PPIA_HUMAN;CIAO1_HUMAN;IF4A3_HUMAN;PI3R4_HUMAN;PP1A_HUMAN;RT34_HUMAN;EMD_HUMAN;DX39A_HUMAN;FUS_HUMAN;AQR_HUMAN;SMD2_HUMAN;HSP74_HUMAN;TERA_HUMAN;KINH_HUMAN;PRP19_HUMAN;H12_HUMAN;GSTO1_HUMAN;THOC4_HUMAN;BLMH_HUMAN;PDLI7_HUMAN;SRSF3_HUMAN;DNMT1_HUMAN;TOP1_HUMAN;LSM3_HUMAN;RPAC1_HUMAN;XRN2_HUMAN;C1QBP_HUMAN;SFPQ_HUMAN;PLEC_HUMAN;PAF1_HUMAN;MYH9_HUMAN;TRA2B_HUMAN;PSME3_HUMAN;SF3B2_HUMAN;RAB1A_HUMAN;RUXF_HUMAN;DHX15_HUMAN;DFFA_HUMAN;U2AF2_HUMAN;RT27_HUMAN;CPSF5_HUMAN;HUWE1_HUMAN;NUP98_HUMAN;PP1B_HUMAN;HSPB1_HUMAN;CSTF2_HUMAN;CLCA_HUMAN;PRP6_HUMAN;HNRPK_HUMAN;HS105_HUMAN;PRPF3_HUMAN;BYST_HUMAN;IF4A2_HUMAN;XRCC5_HUMAN;RT18B_HUMAN;PA2G4_HUMAN;SMD1_HUMAN;NU153_HUMAN;ILK_HUMAN;GRB2_HUMAN;U520_HUMAN;YAP1_HUMAN;CDC37_HUMAN;SF01_HUMAN;RBM28_HUMAN;HS90A_HUMAN;LMNA_HUMAN;FSCN1_HUMAN;LSM2_HUMAN;IMA4_HUMAN;GBF1_HUMAN;1433G_HUMAN;NOP56_HUMAN;FUMH_HUMAN;HNRPF_HUMAN;AIMP2_HUMAN;LTV1_HUMAN;EIF3A_HUMAN;1433T_HUMAN;EXOSX_HUMAN;YBOX1_HUMAN;DX39B_HUMAN;MSH2_HUMAN;HGS_HUMAN;NOP58_HUMAN;EDC4_HUMAN;TFAM_HUMAN;SMD3_HUMAN;ENOA_HUMAN;RACK1_HUMAN;HDGF_HUMAN;PLRG1_HUMAN;NEDD8_HUMAN;NUCL_HUMAN;EIF3B_HUMAN;WDR12_HUMAN;PPIL1_HUMAN;RM11_HUMAN;2AAA_HUMAN;SF3B4_HUMAN;FBRL_HUMAN;KAP0_HUMAN;1433F_HUMAN;1433S_HUMAN;HNRPU_HUMAN;SRSF1_HUMAN;NCKP1_HUMAN;SH3G1_HUMAN;DCPS_HUMAN;PCBP2_HUMAN;IF2B3_HUMAN;PDCD4_HUMAN;EDC3_HUMAN,P61978;Q9NZI8;Q15287;P23588;P62304;P62306;O14980;Q9UBU9;Q05519;Q9H8H0;P14866;Q8WVK2;P38159;Q8IY81;P52597;Q9UPR3;Q53GS7;Q92917;Q53GS9;O43592;P0DMV8;P62316;Q9Y4W2;Q15696;Q07955;Q96GA3;P62318;Q9ULR0;P06730;P62314;P04792;Q13151;P42677;16761;P62277;O60231;Q9HCG8;Q01780;P52756;P07910;Q9Y2L1;Q96C86;P82979;Q92900;P31749;Q9NQ94;O95400;Q14137;O75554;P42285;P09651;Q14493;Q92620;Q8WVM0;Q6IN84;P19338;Q01130;P62280;O60508;Q15637;Q92973;O43290;O60294;P84103;Q13573;Q00839;P61247;Q8IU60;Q04637;P17844;Q8IZH2;P22626;Q86V81;Q9Y6M1;Q9UNP9;P26651;O95149;P38919;P46781;Q8IWZ8;Q9NPI6;Q15366;O15234;Q15365;P49137;Q9H0D6;Q9NWX6;Q9BZI7;O75494;Q9NPJ4;P67809;P17252;Q13901;O43148;Q9NQT4;O00425;P35637;P52272;O75400;O43390;Q9Y3Y2;Q9BY77;P26368;P62753;P62995;Q01105;P14678;Q96RS0;Q9HCS7;Q08170;P55265;Q86U42;15996;Q16629;O95391;O00267;P31943;Q08211;P49674;Q53H54;Q9BRS2;Q8NAV1;P31946;Q13242;Q92540;P26599;Q99547;Q969Y2;Q05655;Q9NW13;P62081;P55795;O60306;15422;P52298;O95453;Q14103;Q86US8;Q13895;Q9BUJ2;P63104;Q9H074;17552;P11940;Q09161;Q15717;P11142,"R-HSA-428293;R-HSA-77069;R-HSA-77068;R-HSA-6793066;R-HSA-428296;R-HSA-77585;R-HSA-77073;R-HSA-77584;R-HSA-191763;R-HSA-450580;R-HSA-77587;R-HSA-158481;R-HSA-429845;R-HSA-77586;R-HSA-77589;R-HSA-77077;R-HSA-77591;R-HSA-158484;R-HSA-77590;R-HSA-77078;R-HSA-77593;R-HSA-77081;R-HSA-77592;R-HSA-77083;R-HSA-77594;R-HSA-77085;R-HSA-6790982;R-HSA-429860;R-HSA-927789;R-HSA-77090;R-HSA-450595;R-HSA-72231;R-HSA-450592;R-HSA-77095;R-HSA-6786881;R-HSA-77094;R-HSA-191786;R-HSA-77608;R-HSA-191784;R-HSA-6787403;R-HSA-191790;R-HSA-6790987;R-HSA-517674;R-HSA-77614;R-HSA-6790994;R-HSA-450620;R-HSA-6782296;R-HSA-6786854;R-HSA-159046;R-HSA-75079;R-HSA-6790944;R-HSA-75081;R-HSA-159050;R-HSA-75080;R-HSA-75083;R-HSA-927813;R-HSA-75082;R-HSA-111437;R-HSA-517705;R-HSA-111439;R-HSA-111438;R-HSA-6791223;R-HSA-6791222;R-HSA-927836;R-HSA-6791221;R-HSA-75090;R-HSA-191825;R-HSA-191830;R-HSA-6791219;R-HSA-450387;R-HSA-6791218;R-HSA-927832;R-HSA-451152;R-HSA-927830;R-HSA-75097;R-HSA-75096;R-HSA-75098;R-HSA-6791228;R-HSA-450394;R-HSA-6791227;R-HSA-450406;R-HSA-6787591;R-HSA-6783492;R-HSA-450400;R-HSA-5696816;R-HSA-6787594;R-HSA-450422;R-HSA-6786583;R-HSA-5696807;R-HSA-450431;R-HSA-5696815;R-HSA-5696813;R-HSA-5696810;R-HSA-159101;R-HSA-8849157;R-HSA-111237;R-HSA-6782434;R-HSA-429955;R-HSA-8941312;R-HSA-6784494;R-HSA-429961;R-HSA-6783473;R-HSA-450463;R-HSA-6783483;R-HSA-429978;R-HSA-6790907;R-HSA-6790906;R-HSA-72095;R-HSA-6790905;R-HSA-927889;R-HSA-6785478;R-HSA-6786501;R-HSA-450466;R-HSA-72103;R-HSA-72107;R-HSA-450474;R-HSA-429992;R-HSA-6782416;R-HSA-450494;R-HSA-450490;R-HSA-72124;R-HSA-450488;R-HSA-72127;R-HSA-72130;R-HSA-430021;R-HSA-450499;R-HSA-6793122;R-HSA-6782881;R-HSA-430028;R-HSA-72139;R-HSA-6782893;R-HSA-6782890;R-HSA-72143;R-HSA-6782388;R-HSA-6785722;R-HSA-72160;R-HSA-450533;R-HSA-482788;R-HSA-6785409;R-HSA-158441;R-HSA-158447;R-HSA-450550;R-HSA-450551;R-HSA-72180;R-HSA-156661;R-HSA-72185;R-HSA-428287;R-HSA-6785438"
R-HSA-77285,"Beta oxidation of myristoyl-CoA to lauroyl-CoA",2,16,0,3,0.0011536520297065398,0.8009155232264136,0.9991872308877977,3,4,3.43554066821266E-4,9606,Homo sapiens,"ECHB_HUMAN;ECHA_HUMAN","",,,"R-HSA-77283;R-HSA-77271;R-HSA-77277"
R-HSA-71262,"Carnitine synthesis",2,19,0,0,0.001369961785276516,0.8009155232264136,0.9991872308877977,2,6,5.15331100231899E-4,9606,Homo sapiens,"AL9A1_HUMAN;GLYC_HUMAN","",,,"R-HSA-71249;R-HSA-71260"
R-HSA-1222556,"ROS, RNS production in phagocytes",6,51,0,0,0.0036772658446895955,0.8137696197278537,0.9991872308877977,1,12,0.001030662200463798,9606,Homo sapiens,"VATA_HUMAN;VATE1_HUMAN;VATB2_HUMAN;VA0D1_HUMAN;VATC1_HUMAN;VATG1_HUMAN","",,,"R-HSA-1222516"
R-HSA-451326,"Activation of kainate receptors upon glutamate binding",4,34,0,2,0.002451510563126397,0.8184678560337535,0.9991872308877977,1,6,5.15331100231899E-4,9606,Homo sapiens,"GBB4_HUMAN;GBB1_HUMAN;GBG12_HUMAN;GBB2_HUMAN","",,,"R-HSA-500717"
R-HSA-392170,"ADP signalling through P2Y purinoceptor 12",7,25,6,36,0.0018025812964164683,0.8207681401535194,0.9991872308877977,4,4,3.43554066821266E-4,9606,Homo sapiens,"GNAI1_HUMAN;GBB4_HUMAN;GBB1_HUMAN;GNAI2_HUMAN;GBG12_HUMAN;GBB2_HUMAN;GNAI3_HUMAN","Q9UBI6;P04899;P63096;Q9HAV0;P62879;P62873;P08754",RAB1A_HUMAN;RAN_HUMAN;RCC1_HUMAN;RAC1_HUMAN;CDC42_HUMAN;IDH3A_HUMAN,16761;17552;15996,"R-HSA-417829;R-HSA-392195;R-HSA-392187;R-HSA-392202"
R-HSA-1428517,"The citric acid (TCA) cycle and respiratory electron transport",55,229,23,181,0.01651164467517485,0.8230302257165326,0.9991872308877977,46,65,0.005582753585845573,9606,Homo sapiens,"DLDH_HUMAN;ODO1_HUMAN;MOT4_HUMAN;ACPM_HUMAN;IDH3A_HUMAN;ETFB_HUMAN;IDHP_HUMAN;BASI_HUMAN;NDUA9_HUMAN;MAOX_HUMAN;SDHA_HUMAN;LPPRC_HUMAN;NDUAC_HUMAN;ODPB_HUMAN;IDH3B_HUMAN;FAHD1_HUMAN;ODP2_HUMAN;ACON_HUMAN;COX41_HUMAN;TACO1_HUMAN;TRAP1_HUMAN;NDUS3_HUMAN;CY1_HUMAN;QCR2_HUMAN;ETFA_HUMAN;FUMH_HUMAN;CX6B1_HUMAN;ATPB_HUMAN;ATPO_HUMAN;LGUL_HUMAN;LDHA_HUMAN;NDUV2_HUMAN;SUCB1_HUMAN;QCR6_HUMAN;COX5B_HUMAN;ATP5H_HUMAN;ACAD9_HUMAN;ATPA_HUMAN;VDAC1_HUMAN;UCRI_HUMAN;ODO2_HUMAN;NDUF4_HUMAN;LDHB_HUMAN;NDUA8_HUMAN;SUCA_HUMAN;QCR1_HUMAN;SUCB2_HUMAN;ATPD_HUMAN;ODPA_HUMAN;NDUS2_HUMAN;QCR7_HUMAN;ATP5J_HUMAN;ATPG_HUMAN;MDHM_HUMAN;COX5A_HUMAN","P30049;P31930;O75947;O75306;P08559;Q9H845;P40926;P10515;Q04760;P36542;P50213;O43837;P35613;Q9P2R7;P19404;Q02218;P13073;P42704;P07195;Q16795;P22695;P20674;P48163;P07954;P10606;P14927;P48047;Q9UI09;O14561;P07919;P11177;P38117;Q99798;P00338;P08574;P47985;P09622;P13804;O75489;Q9P032;P14854;Q96I99;P25705;P18859;P31040;P51970;P53597;P36957;Q12931;O15427;P21796;Q9BSH4;P06576;Q6P587;P48735",NAMPT_HUMAN;NDUF4_HUMAN;RAB1A_HUMAN;RCC1_HUMAN;NDUV2_HUMAN;SNRPA_HUMAN;RAC1_HUMAN;VRK1_HUMAN;GRP75_HUMAN;IDH3A_HUMAN;SC22B_HUMAN;NUBP2_HUMAN;NDUS3_HUMAN;NDUS2_HUMAN;ATRAP_HUMAN;RAN_HUMAN;NDUA9_HUMAN;STOM_HUMAN;GPX8_HUMAN;PTN1_HUMAN;BAP31_HUMAN;CDC42_HUMAN;VDAC1_HUMAN,P03886;O75489;P21796;16761;17552;P19404;Q8N183;Q9NPL8;P03923;Q9BU61;15996;Q8TB37;15422,"R-HSA-6800870;R-HSA-70979;R-HSA-6800868;R-HSA-6799203;R-HSA-6799202;R-HSA-70982;R-HSA-204169;R-HSA-163214;R-HSA-6788523;R-HSA-9012036;R-HSA-163213;R-HSA-163217;R-HSA-70994;R-HSA-70997;R-HSA-450975;R-HSA-71775;R-HSA-9012374;R-HSA-451033;R-HSA-164834;R-HSA-5694071;R-HSA-164832;R-HSA-71397;R-HSA-9012268;R-HSA-71783;R-HSA-71401;R-HSA-71849;R-HSA-164651;R-HSA-203946;R-HSA-164840;R-HSA-6788556;R-HSA-6799179;R-HSA-6799178;R-HSA-450984;R-HSA-169260;R-HSA-373867;R-HSA-70510;R-HSA-6799191;R-HSA-5690023;R-HSA-169270;R-HSA-373875;R-HSA-70967;R-HSA-6799199;R-HSA-9012016;R-HSA-6799197;R-HSA-70971;R-HSA-6799196"
R-HSA-428359,"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",2,13,3,7,9.373422741365636E-4,0.8232981515099815,0.9991872308877977,3,3,2.576655501159495E-4,9606,Homo sapiens,"IF2B2_HUMAN;IF2B3_HUMAN","O00425;Q9Y6M1",PCBP1_HUMAN;HNRPU_HUMAN;YBOX1_HUMAN,O00425;Q9NZI8;Q9Y6M1,"R-HSA-428293;R-HSA-428287;R-HSA-428296"
R-HSA-168275,"Entry of Influenza Virion into Host Cell via Endocytosis",2,20,0,0,0.0014420650371331748,0.8232981515099815,0.9991872308877977,1,1,8.58885167053165E-5,9606,Homo sapiens,"CLH1_HUMAN;CLCA_HUMAN","",,,"R-HSA-168285"
R-HSA-189483,"Heme degradation",2,20,0,0,0.0014420650371331748,0.8232981515099815,0.9991872308877977,1,5,4.294425835265825E-4,9606,Homo sapiens,"BIEA_HUMAN;BLVRB_HUMAN","",,,"R-HSA-189384"
R-HSA-8939247,"RUNX1 regulates transcription of genes involved in interleukin signaling",1,7,0,4,5.047227629966112E-4,0.8239543748845574,0.9991872308877977,5,5,4.294425835265825E-4,9606,Homo sapiens,"PEBB_HUMAN","",,,"R-HSA-8938938;R-HSA-8934688;R-HSA-8938913;R-HSA-8934690;R-HSA-8938981"
R-HSA-3359467,"Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE",1,9,0,2,6.489292667099286E-4,0.8239543748845574,0.9991872308877977,1,1,8.58885167053165E-5,9606,Homo sapiens,"METH_HUMAN","",,,"R-HSA-3318563"
R-HSA-112126,"ALKBH3 mediated reversal of alkylation damage",1,11,0,0,7.931357704232461E-4,0.8239543748845574,0.9991872308877977,6,6,5.15331100231899E-4,9606,Homo sapiens,"ASCC3_HUMAN","",,,"R-HSA-5657637;R-HSA-5657617;R-HSA-112123;R-HSA-112125;R-HSA-5657642;R-HSA-112124"
